composition,critical_temperature_tc
La3Se4,8.6
P4Ph5,1.22
Pd2Se1,2.2
Pd6Se1,0.66
Rh1Se1.75,6.0
Rh0.53Se0.47,6.0
La3Te4,3.75
La3Te4,2.45
Te1Y1,1.02
Pd1Se1Te1,1.2
Nb1Se0.25Te0.75,4.4
Pd1Te1.08,1.88
Pd1Te1.06,2.11
Pd1Te1.04,2.11
Pd1Te1.02,2.56
Pd1Te1,2.3
Pd1.1Te1,4.07
Rh1Te2,1.51
Pd1Te2.3,1.85
Pd1Te2.1,1.89
Pd1Te1,1.53
Pd1.05Te2,1.77
Pd1.25Te2,2.2
Pd1.5Te2,2.21
Pd1.75Te2,2.25
Pd0.95Pt0.05Te2,1.71
Pd0.9Pt0.1Te2,1.65
Ni0.1Pd0.9Te2,1.3
Ni0.05Pd0.95Te2,1.4
As3Pd5,24.761
As1Ni0.25Pd0.75,1.6
As1Ni0.12Pd0.88,1.39
As1Ni0.25Pd0.75,1.34
Cu1Se1Te,1.6
Cu1S1Se1,1.5
Sn1Te1,0.012
Ge1Te1,0.21
Ge0.976Te1,0.1
Ge1Te1,0.172
In4Sb1Te3,1.4
Nb1O1,1.25
Mo3O5,7.2
Ca0.31Sr0.7Ti1O3,0.1
Ba0.1Sr0.9Ti1O3,0.1
Sr1Ti1O3,0.38
Sr1Ti1O3,0.2
Tl0.3W1O3,2.0
Zr3V3O1,7.5
Zr0.61Rh0.285O0.105,11.8
Ti0.576Rh0.287O0.14,3.37
Ti1Re1O1,5.74
Pd0.285Zr0.61O0.105,2.09
Mo0.6Ru0.4,7.0
Tc0.6W0.4,7.9
Mo0.5Re0.5,4.7
Mo0.42Re0.58,8.4
Ir0.37Nb0.63,2.4
Ir2Nb3,9.8
Mo0.3Tc0.7,12.0
Al0.25Nb0.75,7.0
Ba0.13W1P3,1.9
Nb3Rh2,4.04
Ir0.28W0.72,4.46
Ru0.5W0.5,5.12
Re0.6W0.4,4.9
Re0.7W0.3,4.9
Re0.52W0.48,5.2
Mo0.62Os0.38,5.65
Re0.76V0.24,4.52
Re3V1,6.26
Fe3Re2,6.55
Ir0.26Mo0.74,6.7
Nb0.6Os0.4,1.78
Cr0.5Ru0.5,1.3
Cr0.6Ru0.4,2.1
Rh2Ta3,2.35
Cr0.4Re0.6,2.15
Nb0.5Re0.5,2.0
Nb0.4Re0.6,2.5
Nb1Re3,5.27
Nb0.625Pt0.375,3.73
Nb0.62Pt0.38,0.41
Os0.34W0.66,3.81
Ir0.35Ta0.65,1.2
Re0.6Ta0.4,1.4
Pt0.3Ta0.7,1.0
Bi2Cs1,4.75
Ce1Ru2,4.9
Ca1Ir2,4.0
V2Zr1,8.8
Pt2Y1,4.1
Y1Ir1Os1,2.6
Ru2Th1,3.56
Zr1Ni1.5V0.5,0.43
Pt2Sr1,0.7
Ir2Sc1,1.03
Y1Os1Re1,2.0
Y1Ir1.5Os0.5,2.4
Hf1Os2,2.69
Os2Zr1,3.0
Lu1Os2,3.49
Re2Sc1,4.2
V0.45Nb0.5Zr1,4.3
Os2Sc1,4.6
Os2Y1,4.7
Hf1Re2,4.8
Re2Zr1,6.8
Lu1Ru2,0.86
Ru2Y1,2.42
Ru2Sc1.2,1.67
Re2Y1,1.83
Ru2Zr1,1.84
Nb1Tc3,10.5
Hf1Mo2,0.05
Nb0.4Re0.6,2.36
Nb0.14Re0.86,8.5
Nb0.2Rr0.8,9.1
Nb0.26Re0.74,7.2
Nb0.32Re0.68,4.5
Nb0.38Re0.62,2.45
Nb0.18Re0.82,9.7
Tc6Zr1,9.7
Mo1Re4,7.85
Nb1Os1,2.86
Re24Zr5,4.75
Hf5Re24,4.3
Hf0.14Re0.86,5.86
Re0.83Ti0.17,5.1
Re24Ti5,6.6
Re0.64Ta0.36,1.46
Re0.65Ta0.35,1.58
Re3Ta1,4.75
Re3Ta1,6.78
Re6Zr1,7.4
Rh1Te2,1.51
Rh0.53Se0.47,6.0
Rh0.36Se0.64,6.0
Os1Ta1,1.95
Re24Sc5,2.2
Nb0.6Pd0.4,2.47
Nb1Os2,2.52
Pd1Se1Te1,1.2
Bi1Pd1Te1,1.2
Bi1Pt1Se1,1.45
Au1Sb2,0.58
Pd1Sb2,1.25
As1Ni0.25Pd0.75,1.34
As1Ni0.12Pd0.88,1.39
As1Ni0.25Pd0.75,1.6
Bi0.1Pt1Sb0.9,1.21
Bi1Rh1,2.02
Bi1Pt1,1.21
Bi2Pd3,3.7
Bi1Ni1,4.25
Pd1Sb1Se1,1.0
Bi1Pd1Se1,1.0
Bi1Pt1Te1,1.15
Rh3Th7,2.15
Pt1Sn1,0.37
Au1Sn1,1.25
Pb1Sb1,1.5
Au1Th2,3.08
Cu1Th2,3.49
Au1Pb2,4.42
Co1Zr2,6.3
Co3Th7,1.83
Os3Th7,1.51
Ir3Th7,1.52
Fe3Th7,1.86
Ni3Th7,1.98
Al2Cu1,1.02
Ag1Th2,2.26
Ag1In2,2.3
Pb2Rh1,2.66
Pb2Pd1,2.95
Ge1Pt1,0.4
Ge1Rh1,0.96
Au1Ga1,1.2
Bi2Pb1,4.25
Ir1.15Nb0.85,4.75
Nb3Sn2,16.6
Au1Zn3,1.28
Nb0.26U0.74,1.85
Nb0.75Rh1.25,2.7
Bi1Pd1,3.7
Ir1.15Nb0.85,4.6
La0.55Lu0.45,2.2
Si1Th1,2.41
La0.75Y0.25,2.5
Pb4Pt1,2.8
Nb0.86Rh1.04,3.76
Ag3.3Al1,0.34
Ir1Zn2,0.78
Bi2Pd1,1.7
Nb0.85Rh1.15,3.0
Nb0.9Rh1.1,3.07
Al3Tl1,0.75
In1Sb1,2.1
Pt1Sn4,2.38
In1Mg2,3.2
Bi1In5,4.1
Bi1In2,5.1
Bi1Ru1,4.12
Hg1Sn6,5.1
Re1Ti1O5,5.71
Bi3Fe1,1.0
Bi1Mg1,0.7
Bi4Mg1,1.0
Re1Y1Os1,2.0
Bi2Ir1,2.2
Ag1Bi1,2.78
V2.7Nb0.3Si1,12.8
V2.97Nb0.03Si1,15.8
V2.58Zr0.42Si1,8.8
V2.7Zr0.3Si1,13.2
V2.7Ti0.3Si1,10.9
V2.88Ce0.12Si1,15.32
V2.94La0.06Si1,15.92
V2.994La0.006Si1,16.48
V2.7Mn0.3Si1,11.9
V2.79Mn0.21Si1,15.5
V2.97Mn0.03Si1,16.25
V2.4Mo0.6Si1,4.54
V2.52Mo0.48Si1,5.1
V2.79Mo0.21Si1,5.59
V2.91Mo0.09Si1,10.4
V2.964Mo0.036Si1,14.0
V2.97Mo0.03Si1,16.0
V2.7Cr0.3Si1,11.3
V3Si0.76Be0.24,15.6
V3Si0.99Be0.01,16.6
V3Si0.9Ge0.1,14.0
V3Si0.1Ga0.9,10.6
V3Si0.25Ga0.75,8.1
V2.67Pd0.33Si1,7.5
V2.979Co0.021Si1,16.4
V2.7Ru0.3Si1,2.9
V2.94Fe0.06Si1,13.4
V2.808Re0.192Si1,4.7
V2.49Mn0.42Si1,8.1
V3Si0.46Ga0.54,7.4
V3Si0.5Ga0.5,8.6
V3Si0.52Ga0.48,7.8
V3Si0.68Ga0.32,9.4
V3Si0.72Ga0.28,10.5
V3Si0.79Ga0.21,10.7
V3Si0.87Ga0.13,13.3
V3Si0.6Al0.4,10.1
V3Si0.76Al0.24,11.2
V3Si0.8Al0.2,14.0
V3Si0.98Al0.02,16.12
V3Si0.9Al0.1,14.0
V2.754Ti0.246Ga1,13.4
V2.79Ce0.21Ga1,7.5
V2.778La0.222Ga1,7.8
V2.67Ir0.33Jr1,11.39
V3Si0.986Sb0.014,10.5
V3Si0.2Sn0.8,6.4
V3Si0.4Sn0.6,9.8
V3Si0.6Sn0.4,9.7
V3Si0.8Sn0.2,12.85
V3Si0.2Ge0.8,6.1
V3Si0.4Ge0.6,7.2
V3Si0.6Ge0.4,8.7
V2.793Ni0.207Ga1,11.9
V2.781Co0.219Ga1,8.4
V2.865Fe0.135Ga1,10.1
V2.928Re0.072Ga1,10.8
V2.898Mn0.102Ga1,9.0
V2.883W0.117Ga1,11.5
V2.799Mo0.201Ga1,11.7
V2.799Cr0.201Ga1,12.6
V2.802Ta0.198Ga1,12.3
V2.814Nb0.186Ga1,13.5
V2.739Hf0.261Ga1,6.4
V2.742Zr0.258Ga1,9.9
V0.5Nb2.5Sn1,14.2
V1Nb2Sn1,9.8
V1.5Nb1.5Sb1,7.4
V2Nb1Sn1,5.5
V3Ga0.975Bi0.025,14.7
V3Ga0.793Sb0.207,6.9
V0.003Ga0.974Pb0.026,13.2
V3Ga0.78Sn0.22,6.9
V3Ga0.957Ge0.043,13.1
V3Ga0.937In0.063,11.5
V3Ga0.994Cd0.006,11.2
V3Ga0.999Zn0.001,10.2
Nb3Sn0.8Ga0.2,17.8
Nb3Sn0.9Ga0.1,18.1
Nb2.85Mo0.15Al1,13.4
Nb1.71V1.29Au1,1.6
Nb2.01V0.99Au1,2.9
Nb2.25V0.75Au1,3.0
Nb2.49V0.51Au1,4.6
Nb2.55V0.45Au1,5.1
Nb2.9V0.3Au1,6.5
Nb2.85V0.15Au1,8.4
V1Ta2Sn1,3.7
V2Ta1Sn1,2.8
Nb3Rh0.02Au0.98,11.9
Nb3Rh0.05Au0.95,11.0
Nb3Rh0.1Au0.9,10.8
Nb3Rh0.3Au0.7,9.5
Nb3Rh0.5Au0.5,6.6
Nb3Rh0.7Au0.3,4.6
Nb3Sn0.56Ge0.44,6.8
Nb3Sn0.73Ge0.27,8.2
Nb3Sn0.81Ge0.19,14.3
Nb3Sn0.2Ga0.8,13.1
Nb3Sn0.4Ga0.6,14.6
Nb3Sn0.6Ga0.4,16.0
Nb3Sn0.98Al0.02,17.9
Nb1Ta2Sn1,10.8
Nb2Ta1Sn1,16.4
Nb2.5Ta0.5Sn1,17.6
Nb2.75Ta0.25Sn1,17.8
Nb0.9Mo2.1Al1,2.73
Nb1.2Mo1.8Al1,4.2
Nb1.5Mo1.5Al1,4.9
Nb2.1Mo0.9Al1,8.3
Nb2.7Mo0.3Al1,11.4
Nb3Rh0.95Co0.05,1.96
Nb3Rh0.98Co0.02,2.28
Nb3Sn0.1Al0.9,16.1
Nb3Sn0.2Al0.8,14.6
Nb3Sn0.4Al0.6,13.6
Nb3Sn0.5Al0.5,16.3
Nb3Sn0.6Al0.4,15.1
Nb3Sn0.61Al0.39,14.1
Nb3Sn0.8Al0.2,16.9
Nb3Sn0.81Al0.19,14.6
Nb3Sn0.9Al0.1,18.4
Nb3Sn0.92Al0.08,17.9
Nb3Sn0.94Al0.06,18.0
Nb3Sn0.96Al0.04,18.0
Nb3Al0.81Ge0.19,17.6
Nb3Sn0.3Sb0.7,6.8
Nb3Sn0.35Sb0.65,10.5
Nb3Sn0.4Sb0.6,12.4
Nb3Sn0.6Sb0.4,15.8
Nb3Sn0.8Ge0.2,18.0
Nb3Sn0.39Ge0.61,7.6
Nb3Sn0.5Ge0.5,12.6
Nb3Sn0.5Zr0.5,16.5
Nb3Rh0.9Co0.1,1.9
Nb3Rh0.9Au0.1,2.7
Nb3Rh0.95Au0.05,2.52
Nb3Rh0.98Au0.02,2.53
Nb3Si0.5Sn0.5,8.3
Nb3Si0.6Sn0.4,6.5
Nb3In0.5Zr0.5,6.4
Nb3Ge0.5Ga0.5,7.3
Nb3Al0.39Ge0.61,7.3
Nb3Al0.5Ge0.5,12.6
Nb3Al0.55Ge0.45,11.7
Nb3Al0.62Ge0.38,17.2
Nb3Rh0.7Os0.3,1.7
Nb3Rh0.9Os0.1,2.3
Nb3Rh0.95Os0.05,2.39
Nb3Rh0.98Os0.02,2.42
Nb3Rh0.9Pd0.1,2.55
Nb3Rh0.95Pd0.05,2.49
Nb3Rh0.98Pd0.02,2.5
Nb3Rh0.9Ru0.1,2.44
Nb3Rh0.95Ru0.05,2.42
Nb3Rh0.98Ru0.02,2.42
Nb77.3Sn18.1Al2.3Ge2.3,13.0
Nb1Ta1V1Sn1,6.2
Nb2Ta0.5V0.5Sn1,12.2
Nb3Rh0.02Pt0.98,9.6
Nb3Rh0.05Pt0.95,8.9
Nb3Rh0.1Pt0.9,7.9
Nb3Rh0.3Pt0.7,7.4
Nb3Rh0.5Pt0.5,6.25
Nb3Rh0.7Pt0.3,5.1
Nb3Rh0.9Pt0.1,2.8
Nb3Rh0.95Pt0.05,2.53
Nb3Rh0.98Pt0.02,2.52
Nb78.5Sn2.2Al9.6Ge9.6,12.7
Nb79.2Sn5.2Al5.2Ge10.4,10.9
Nb79.1Sn9.4Al2.1Ge9.4,8.2
Nb78.5Sn2.2Al12.8Ge6.5,17.0
Nb77.5Sn5.6Al11.3Ge5.6,15.2
Nb78.1Sn7.3Al7.3Ge7.3,12.5
Nb77.9Sn11.1Al5.5Ge5.5,13.0
Nb78.4Sn12.9Al2.2Ge6.5,13.3
Nb76Sn2.4Al19.2Ge2.4,16.0
Nb76.3Sn7.1Al14.3Ge2.3,13.9
Nb76.3Sn10.5Ge2.3Al10.9,14.4
Nb77Sn13.8Al6.9Ge2.3,13.3
Ag2F1,0.066
Ag7F1O8,0.3
Ag7O11N1,1.04
Ag7Bf4O8,0.15
Si21.75V69.43,16.2
Si23.27V75.15,15.94
Si22.5V75,16.4
Si23.8V74.65,16.5
Nb80.7Sn1.9Al1.9Ge15.5,7.8
Nb79.5Sn2.1Al6.1Ge12.3,9.4
Nb79.7Sn6.1Al2Ge12.2,7.15
Ag0.1In0.9Te1,1.2
Al2C1Mo3,10.0
Al1Au4,0.4
Ag0.94Tl0.06,2.32
Ag0.03Tl0.97,2.67
Ag7N0.75O10.25F0.25,0.85
Ag1In2,2.4
Ag0.8Ga0.2,6.5
Al0.8Ge0.2Nb3,20.7
Al0.5Ge0.5Nb1,12.6
Al0.131Cr0.088V0.781,1.46
Al2Ca1Si1,5.8
Al2C1Mo3,9.8
Al1,1.17
Al1,1.3
Ag0.2In0.8Te1,0.77
As1Bi1Pb1,9.0
Al0.108V0.892,1.82
Al2Pt1,0.48
Al1Pb1,1.2
Al2N1Nb3,1.3
Al2Mg2,0.84
As1Sn1,3.41
As1Rh1.4,0.03
As1Pd5,0.46
As0.5Ni0.06Pd0.44,1.39
As0.5In1Te0.5,0.44
As0.33In1Te0.67,0.85
As1Bi1Pb1Sb1,9.0
Au1Nb3,1.2
Au1In1,0.4
Au0.4Ge0.6,0.32
As2Sn3,3.5
Au1Th2,3.08
Au5Sn1,0.7
Au1Pb3,4.25
Au0.02Nb3Rh0.98,2.53
B6La1,5.7
B1C1Mo2,5.3
B0.03C0.51Mo0.47,12.5
B1C1Mo2,5.4
Au1V3,0.74
Ba0.13O3W1,1.9
B12Zr1,5.82
B12Y1,4.7
B0.3Ru0.7,2.58
Bi1Co1,0.42
Bi0.5Cd0.25Pb0.25Sn0.12,8.2
Be1W1,4.1
Be22W1,4.12
Be0.957Re0.043,9.62
Be9.8Re0.02,9.5
Be8Nb5Zr2,5.2
Be22Mo1,2.51
Ba0.14O3W1,1.25
Bi2Ir1,3.0
Bi2Ir1,1.7
Bi0.34In0.66,4.0
Bi0.15In0.85,5.3
Bi10.1In0.9,5.05
Bi0.05In0.95,4.65
Bi0.019In0.981,3.86
Bi0.5Pb0.25Sn0.26,8.5
Bi0.5Pb0.31Sn0.19,8.5
Bi1Pb1Sb1,8.9
Bi0.06Pb0.95,7.35
Bi3Ni1,4.06
Bi1Nb3,3.05
Bi4Mg1,0.7
Bi1Li1,2.47
Bi1Pt1Te1,1.15
Bi1Pt1Se1,1.45
Bi1Pt1,1.21
Bi1Pd1Te1,1.2
Bi1Pd1Se1,1.0
Bi2Pd1,1.7
Pt1Pd1,3.7
Bi0.4Pd0.6,3.7
Bi1Pd2,4.2
Bi0.26Tl0.74,4.15
Bi0.26Tl0.74,4.4
Bi3Te1,0.75
Bi3Rh1,3.2
Bi1Rh1,2.06
C1Hf0.4Nb0.6,5.6
C1Hf0.5Nb0.5,4.8
C1Hf0.6Nb0.4,4.5
C1Hf0.7Nb0.3,6.1
C1Hf0.25Mo0.75,6.6
C1Hf0.3Mo0.7,5.5
C1Hf0.5Mo0.5,3.4
C1Ga1Mo2,3.7
C8K1,0.55
Bi0.3Zn0.7,1.51
C1Mo0.5Ta0.5,7.7
C1Mo0.2Ta0.8,7.5
C0.6Mo4.8Si3,7.6
C0.44Mo0.56,1.3
C1Mo2,12.2
C1Mo1,6.5
C0.4Mo0.6,9.0
C8K1,0.39
C1K1,0.55
C1Hf0.9Ta0.1,5.0
C1Hf0.8Nb0.8,7.8
C1Hf0.25Nb0.75,7.0
C1Nb0.1Zr0.9,4.2
C1Nb0.6W0.4,12.5
C0.7Nb0.3,6.0
C1Nb1,14.0
C0.984Nb1,9.8
C1Nb1,7.5
C0.1N0.9Nb1,8.5
C1Mo0.83Ti0.17,10.2
C1Mo0.85Ta0.15,8.9
C1Mo0.8Ta0.2,8.7
C1Mo0.75Ta0.25,8.5
C1W1,1.0
C1Ti0.5W0.5,6.7
C1Tc1,3.85
C1Ta0.2Zr0.8,4.6
C1Ta0.4Ti0.6,4.8
C1Ta1,5.09
C0.848Ta1,2.04
C0.987Ta1,9.7
C1Ta1,11.0
C1Re0.06W1,5.0
C1Re0.01W1,1.3
Cd0.18Tl0.82,2.54
Cd0.17Tl0.83,2.3
Cd1Sn1,3.65
Cd0.97Pd0.03,4.2
Cd1Hg1,1.77
Cd0.3Hg0.7,1.7
Ca1Rh2,6.4
Ca1Pb1,7.0
Ca0.1O3W1,1.4
Ca1Ir2,6.15
C1W2,5.2
C1W2,2.74
Co0.5Rh0.5Si2,2.5
Co0.02Nb3Rh0.98,2.28
Co1Lu3,0.35
Ce1Ru2,6.0
Ce0.005La0.995,4.6
Ce1Co1.67Rh0.33,0.47
Ce1Co1.67Ni0.33,0.46
Ce1Co2,0.84
Cr0.6Ir0.4,0.4
Co0.1Zr0.9,3.9
Co1Zr2,6.3
Co0.28Y0.72,0.34
Co1U1,1.7
Co1Si2,1.4
Co0.3Sc0.7,0.35
Cr0.017U0.983,0.75
Cr0.1Ti0.3V0.6,5.6
Cr0.1Ru0.9,0.34
Cr2Ru1,2.02
Cr3Ru1,3.3
Cr0.8Rh0.2,0.5
Cr0.4Re0.6,2.15
Cr0.8Os0.2,2.5
Cr3Ir1,0.45
Cr0.72Ir0.28,0.83
Cr0.7Ir0.3,0.76
Cr0.65Ir0.35,0.59
Fe0.05Ni0.05Zr0.9,3.9
D0.13Nb1,9.12
Cu1Se1Te1,1.6
Cu1S1Se1,1.5
Cu0.15In0.85,3.75
Cs0.32O3W1,1.12
Ga0.7Pt0.3,2.9
Ga1N1,5.85
Ga0.5Ge0.5Nb3,7.3
Fe0.1Zr0.9,1.0
Ge0.29Nb0.71,6.0
Ge1Nb3,6.0
Ge1Mo3,1.43
Ge2La1,1.49
Ga3Zr1,1.38
Ga1V4.5,9.15
Ga1V2.1,6.3
Ga1Sb1,4.24
H0.12Ta0.88,2.81
H0.05Nb0.95,7.83
H0.1Nb0.9,7.38
H00.33Nb0.67,7.28
Ge1.62Y1,2.4
Ge3Te4,1.55
Ge3Rh5,2.12
Ge0.5Nb3Sn0.5,11.3
Hg2K1,1.2
Hf1V2,8.9
Hf0.99Rh0.01,0.85
Hf0.14Re0.86,5.8
Hf1Re2,4.8
Hf0.76Nb0.25,4.2
Hf1N0.989,6.6
H0.04Ta0.96,3.62
H0.08Ta0.92,3.26
In0.11O3W1,1.25
In0.5Nb3Zr0.5,6.4
In1Nb3,4.0
In1La3,9.75
Hg5Tl2,3.86
Hg4K1,3.27
In0.78Tl0.22,3.18
In0.62Tl0.38,2.76
In0.8Tl0.2,3.223
In3Te4,1.15
In1Te1.002,3.5
In0.82Te1,1.02
In3Sn1,5.5
In1Sb1,4.8
In1Pb1,0.7
In1Pb1,6.65
In0.98Pb0.02,3.45
In0.95Pb0.05,3.6
Ir0.4Nb0.6,9.8
Ir1Nb3,1.9
Ir1Mo3,6.8
In0.69Tl0.31,2.98
Ir1Sn2,0.65
Ir2.5Sc1,2.46
Ir2Sc1,2.07
Ir0.5Os0.5,2.4
Ir1Os1Y1,2.6
Ir0.265O0.035Ti0.65,2.3
Ir0.287O0.14Ti0.578,5.5
Ir0.05Nb3Rh0.95,2.38
Ir0.02Nb3Rh0.98,2.43
Ir1Nb1,7.9
Ir0.37Nb0.63,2.32
Ir0.28W0.72,4.49
Ir1V2,1.39
Ir1Ti3,5.4
Ir2Th1,6.5
La0.8Lu0.2,3.4
La0.55Lu0.45,2.2
K0.4O3W1,1.5
K0.27O3W1,0.5
Ir0.1Zr0.9,5.5
Ir2Y1,1.09
Ir0.7Y0.3,2.16
Ir0.69Y0.31,1.98
La3Sc4,8.6
La3S4,6.5
La0.28Pt0.72,0.54
M0.62Os0.38,5.65
Mo3Os1,7.2
Mg0.47Tl0.53,2.75
Lu0.275Rh0.725,1.27
Mo0.2Ru0.8,1.66
Mo0.61Ru0.39,7.18
Mo1Ru1,9.5
Mo0.6Re0.395,10.6
Mo0.57Re0.43,14.0
Mo0.52Re0.48,11.1
Mo0.42Re0.58,6.35
Mo3Re1,0.01
Mo0.5Pb0.5,3.52
N0.824Nb1,14.4
N0.988Nb1,14.9
N1Nb1,6.0
N1Nb1,16.0
N1Nb1,10.0
Mo2Zr1,4.27
Mo0.025Ti0.975,1.8
Mo0.04Ti0.96,2.0
Mo0.913Ti0.087,2.95
Mo0.16Ti0.84,4.18
Mo1Si0.7,1.34
Mo3Si1.3,1.3
Na0.28Pb0.72,7.2
Na0.28O3W1,0.56
N0.906Zr1,3.0
N1Zr1,9.8
N0.82V1,2.9
N0.6Ti1,1.17
N1Ta1,4.84
N1Ta1,12.0
N0.34Re1,4.0
N0.93Nb0.85Zr0.15,13.8
N0.7Nb1,11.3
Nb0.38Re0.62,2.43
Nb3Pt0.02Rh0.98,2.52
Nb5Pt3,3.73
Nb0.62Pt0.38,4.21
Nb3Pd0.02Rh0.98,2.49
Nb0.6Pd0.4,1.6
Nb3Os0.02Rh0.98,2.42
Nb0.6Os0.4,1.89
Nb3Os1,1.05
Nb1Os2,2.52
Nb1Sn2,2.6
Nb0.8Sn0.2,18.18
Nb3Sn1,18.05
Nb3Si1Sn1V3,4.0
Nb3Si1,1.5
Nb1Se2,2.2
Nb1Se2,5.15
Nb1S2,5.0
Nb1S2,6.1
Nb3Rh0.98Ru0.02,2.42
Nb0.6Rh0.4,4.21
Nb0.88V0.12,5.7
Nb0.6Ti0.4,9.8
Nb1Tc3,10.5
Nb2.5Sn1V0.5,14.2
Nb2Sn1V1,9.8
Nb1Sn1V2,5.5
Nb2Sn1Ta0.5V0.5,12.2
Nb1Sn1Ta1V1,6.2
Nb2.75Sn1Ta0.25,17.8
Nb2.5Sn1Ta0.5,17.6
Nb2Sn1Ta1,16.4
Nb1Sn1Ta2,10.8
O3Tl0.03W1,2.0
O3Sr0.08W1,2.0
O1Ti1,0.58
O3Sr1Ti1,0.47
O3Sr1Ti1,0.05
O3Sr1Ti1,0.12
O3Rb0.27W1,1.98
Ni0.1Zr0.9,1.5
Ni1Zr2,1.52
Ni0.3Th0.7,1.98
Nb0.66Zr0.33,10.8
Nb0.75Zr0.25,10.8
P3Pd7,1.0
P1Pd3,0.35
Os1W3,3.0
Os1Re1Y1,2.0
O1V3Zr3,7.5
Pb1Tl0.17,6.73
Pb1Tl0.27,6.43
Pb1Te1,5.24
Pb1Te1,5.19
Pb4Pt1,2.8
P1Rh2,1.3
P1Rh1,1.22
P3Pd7,0.7
Pd1Sb1Se1,1.0
Pd2.2S1,1.63
Pd0.05Ru0.05Zr0.9,9.0
Pb0.9Pt0.1Te2,1.65
Pb1Tl2,3.75
Pb1Tl0.04,7.06
Pb1Tl0.075,6.98
Pb1Tl0.12,6.88
Pd1Te1.02,2.56
Pd2.8Se1,2.3
Pd6Se1,0.66
Pd1Sb1Te1,1.2
Pd1Sb1Se1,1.0
Pd0.1Zr0.9,7.5
Pd1.1Te1,4.07
Pd1Te2.3,1.85
Pd1Te2.1,1.89
Pd1Te2,1.69
Re0.64Ta0.36,1.46
Pt2Y8,0.9
Pt0.5W0.5,1.45
Pt1V3.5,1.26
Pt1V3,2.87
Pt1V2.5,1.36
Pt0.02U0.98,0.87
Rh0.4Ta0.6,2.35
Rh2Sr1,6.2
Rh0.24Sc0.76,0.88
Re6Zr1,7.4
Re0.5W0.5,5.12
Re0.6W00.4,6.0
Re0.92V0.08,6.8
Re0.76V0.24,4.52
Re24Ti6,6.6
Rh0.005Zr1,5.8
Rh1Zr2,10.8
Rh1V3,0.38
Rh0.02U0.98,0.98
Rh0.67Te0.33,0.49
Sb1Sn1,1.3
Ru0.1Zr0.9,5.7
Ru2Zr1,1.84
Ru0.45V0.55,4.0
Ru0.1Ti0.9,3.5
Ru0.05Ti0.95,2.5
Rh0.1Zr0.9,9.0
Si0.9V3Ge0.1,14.0
Si1V2.7Cr0.3,11.3
Si10.9V3C0.1,16.4
Si10.9V3B0.1,15.8
Si10.9V3Al0.1,14.05
Si1V3,17.1
Si2Th1,2.4
Si2Th1,3.2
Sb0.01V0.99,3.76
Sb2Tl7,5.2
Sb1Ti3,5.8
Sn1Ta2V1,3.7
Sn1Ta1V2,2.8
Sn1Ta3,6.2
Sn1Ta3,8.35
Sn0.174Ta0.826,6.5
Si1V2.7Zr0.3,13.2
Si1V2.7Ti0.3,10.9
Si1V2.7Ru0.3,2.9
Si1V2.7Nb0.3,12.8
Mo0.3Si1,11.7
Ti0.5Zr0.5,2.0
Ti0.5Zr0.5,1.23
Ti0.7V0.3,6.14
Tc0.6W0.4,7.88
Tc0.5W0.5,7.52
Tc0.1W0.9,1.25
Ta0.8W0.2,1.2
Ta0.05V0.095,4.3
Ta0.05Ti0.95,2.9
Ta0.025Ti0.975,1.3
Sn0.02V0.98,2.87
Bi0.56Pb0.44,8.8
Al2C1Mo3,9.8
W2Zr1,2.16
V0.26Zr0.74,5.9
Ga1V1.95,5.3
Ga1Sb1,4.24
Cr0.1Ti0.3V0.6,5.6
C1Ta1,9.0
C1Nb0.4Ta0.6,0.01
C1Nb1,8.0
C0.44M0.56,12.5
C8K1,0.39
C8K1,0.55
In1Te1.002,3.5
In0.913Pb0.087,4.2
In0.94Pb0.06,3.9
In0.96Pb0.04,3.68
In0.98Pb0.02,3.45
Hg0.15Pb0.85,6.75
Ga1V4.5,9.15
Ga1V2.1,6.3
Mo0.913Ti0.037,2.95
Mo0.16Ti0.84,4.18
Mo0.5Re0.395,10.6
Mo0.52Re0.48,11.1
La3S4,6.5
Nb1C0.9N0.1,16.97
Nb1C0.3N0.7,17.8
Nb1C0.28N0.78,17.9
Si22.5V75,15.8
N0.93Nb0.85Zr0.15,13.8
N1Nb1,16.1
N12.8Nb1,16.1
Mo0.1U0.9,1.85
Nb25Ti70Zr5,7.5
Nb25Ti74Zr1,7.4
Nb25Ti75,7.2
Nb0.97Cr0.03N1,1.2
Nb0.99Cr0.01N1,1.2
Hf1Ti1C1,1.38
Hf1Zr1C1,1.68
Ti0.5W0.5C1,6.7
Hf1Nb1C1,7.5
Hf1Ta1C1,7.9
Nb0.8W0.2C1,12.7
Mo0.95Hf0.05C0.75,14.2
Nb50Zr45Hf5,10.0
Nb50Ti25Zr25,9.7
Nb50Ti10Zr40,9.8
Nb50Ti5Zr45,10.2
Nb50Zr50,10.2
Nb25Zr75,8.3
Nb25Ti10Zr65,7.5
Nb25Ti20Zr55,7.5
Nb25Ti30Zr45,7.7
Nb25Ti40Zr35,7.7
Nb25Ti50Zr25,7.2
Nb25Ti65Zr10,7.7
H0.827Pd1,1.449
H0.886Pd1,3.478
Nb5V50Ti45,7.4
Nb1V50Ti49,7.5
Ti50V50,7.8
Nb49.8Zr24.45Mo25.75,5.3
Nb50.2Zr39.4Mo10.4,8.8
